date,open,high,low,close,volume
2020-09-17 10:00:00,2.9499,2.95,2.8999,2.9,88.07864624
2020-09-17 10:01:00,2.9031,2.9399,2.9,2.9003,0.268
2020-09-17 10:02:00,2.9034,2.9896,2.9034,2.9469,679.9439
2020-09-17 10:03:00,2.9896,3.0,2.9896,3.0,616.5116
2020-09-17 10:04:00,3.0,3.0,3.0,3.0,376.3203
2020-09-17 10:05:00,3.0,3.1999,3.0,3.0129,454.0166
2020-09-17 10:06:00,3.0905,3.0965,3.0301,3.0965,413.3561
2020-09-17 10:07:00,3.0965,3.0965,3.0959,3.0959,26.70742273
2020-09-17 10:08:00,3.0959,3.0959,3.0959,3.0959,0.0
2020-09-17 10:09:00,3.0959,3.15,3.034,3.034,479.51071261
2020-09-17 10:10:00,3.0966,3.1212,3.0966,3.1212,150.036
2020-09-17 10:11:00,3.1306,3.1369,3.125,3.1369,44.35873737
2020-09-17 10:12:00,3.137,3.1412,3.137,3.1412,21.4347
2020-09-17 10:13:00,3.13,3.13,3.13,3.13,0.02
2020-09-17 10:14:00,3.1212,3.1212,3.0341,3.0341,403.5272
2020-09-17 10:15:00,3.0342,3.0971,3.0341,3.0971,645.61223413
2020-09-17 10:16:00,3.0507,3.0507,3.0504,3.0504,14.8852
2020-09-17 10:17:00,3.0507,3.0507,3.0504,3.0507,65.281
2020-09-17 10:18:00,3.0507,3.0507,3.0504,3.0504,209.7343
2020-09-17 10:19:00,3.0504,3.0507,3.0504,3.0507,74.34825594
2020-09-17 10:20:00,3.0507,3.0507,3.0504,3.0504,21.272
2020-09-17 10:21:00,3.0505,3.0505,3.0505,3.0505,32.7816
2020-09-17 10:22:00,3.0505,3.0506,3.0342,3.0342,835.93222892
2020-09-17 10:23:00,3.0503,3.0971,3.0343,3.0343,109.0178455
2020-09-17 10:24:00,3.0343,3.0343,3.0303,3.0303,602.4895
2020-09-17 10:25:00,3.0341,3.0341,3.0302,3.0341,704.6466
2020-09-17 10:26:00,3.0303,3.0669,3.0303,3.0303,100.24
2020-09-17 10:27:00,3.0669,3.071,3.0303,3.0304,112.8654
2020-09-17 10:28:00,3.071,3.071,3.0305,3.0305,104.882
2020-09-17 10:29:00,3.07,3.07,3.0305,3.0305,0.12
2020-09-17 10:30:00,3.0699,3.071,3.0305,3.0307,545.9358
2020-09-17 10:31:00,3.0709,3.0709,3.0304,3.0308,0.1
2020-09-17 10:32:00,3.0709,3.0709,3.0308,3.0309,122.7890381
2020-09-17 10:33:00,3.0709,3.0709,3.0308,3.0677,930.75000907
2020-09-17 10:34:00,3.031,3.0677,3.031,3.031,0.09
2020-09-17 10:35:00,3.0625,3.0625,3.0621,3.0621,12.33592697
2020-09-17 10:36:00,3.0311,3.0619,3.0308,3.0308,595.1765
2020-09-17 10:37:00,3.0462,3.062,3.0462,3.062,429.3565
2020-09-17 10:38:00,3.0626,3.0678,3.0626,3.0678,383.32059093
2020-09-17 10:39:00,3.07,3.0966,3.0677,3.0966,573.2317
2020-09-17 10:40:00,3.0966,3.16,3.0702,3.09,38.3197
2020-09-17 10:41:00,3.16,3.2,3.09,3.2,441.44217898
2020-09-17 10:42:00,3.2006,3.25,3.2,3.2052,543.65918171
2020-09-17 10:43:00,3.2083,3.2609,3.2052,3.2501,751.27051829
2020-09-17 10:44:00,3.2532,3.3179,3.2532,3.3179,112.1973
2020-09-17 10:45:00,3.3064,3.3657,3.3043,3.3114,1101.83556598
2020-09-17 10:46:00,3.3145,3.3471,3.2979,3.2979,207.48513048
2020-09-17 10:47:00,3.344,3.344,3.2981,3.3298,181.82789503
2020-09-17 10:48:00,3.3299,3.333,3.2,3.2,1386.05551732
2020-09-17 10:49:00,3.2978,3.2979,3.2617,3.2617,523.73719969
2020-09-17 10:50:00,3.2897,3.2898,3.2133,3.2164,121.8501
2020-09-17 10:51:00,3.2595,3.2897,3.2166,3.2171,1267.64180302
2020-09-17 10:52:00,3.2819,3.2826,3.2171,3.2202,400.14
2020-09-17 10:53:00,3.2795,3.2959,3.2202,3.28,378.59232559
2020-09-17 10:54:00,3.2202,3.2927,3.2202,3.2927,178.26603708
2020-09-17 10:55:00,3.2631,3.2927,3.26,3.2656,103.20539954
2020-09-17 10:56:00,3.2915,3.2925,3.2656,3.2657,274.3041
2020-09-17 10:57:00,3.2924,3.2925,3.2657,3.2844,146.19579453
2020-09-17 10:58:00,3.2925,3.3,3.2657,3.2925,1659.42929644
2020-09-17 10:59:00,3.3,3.3091,3.2925,3.3044,616.0462
2020-09-17 11:00:00,3.3091,3.385,3.3044,3.385,588.22981889
2020-09-17 11:01:00,3.385,3.3999,3.317,3.39,481.21833276
2020-09-17 11:02:00,3.3999,3.4,3.341,3.341,963.2749
2020-09-17 11:03:00,3.397,3.4671,3.397,3.4556,1177.4922
2020-09-17 11:04:00,3.4671,3.5058,3.4556,3.5,1652.7536027
2020-09-17 11:05:00,3.5058,3.5261,3.4569,3.5,890.8731
2020-09-17 11:06:00,3.5031,3.6,3.5,3.5995,1641.56220555
2020-09-17 11:07:00,3.5994,3.6662,3.5263,3.6118,1381.12946256
2020-09-17 11:08:00,3.5999,3.5999,3.5294,3.55,1975.09685498
2020-09-17 11:09:00,3.5295,3.5899,3.5294,3.55,1601.837
2020-09-17 11:10:00,3.5531,3.6,3.5294,3.6,2702.86001077
2020-09-17 11:11:00,3.6003,3.6999,3.6,3.6968,2329.64628285
2020-09-17 11:12:00,3.6001,3.6998,3.6,3.6,621.1962
2020-09-17 11:13:00,3.66,3.66,3.6,3.6001,1875.4888
2020-09-17 11:14:00,3.6,3.6001,3.55,3.5968,448.045
2020-09-17 11:15:00,3.5501,3.5999,3.5501,3.5818,109.2067
2020-09-17 11:16:00,3.5848,3.5999,3.5504,3.581,3.1898
2020-09-17 11:17:00,3.5999,3.6189,3.5779,3.5887,89.4673
2020-09-17 11:18:00,3.6189,3.6598,3.6001,3.65,323.74176511
2020-09-17 11:19:00,3.6598,3.6598,3.65,3.6501,266.56924934
2020-09-17 11:20:00,3.6598,3.69,3.6501,3.69,459.69606869
2020-09-17 11:21:00,3.6687,3.781,3.6685,3.781,874.15770807
2020-09-17 11:22:00,3.7688,3.89,3.7657,3.7657,637.86727726
2020-09-17 11:23:00,3.7811,3.8889,3.7,3.7596,721.14189378
2020-09-17 11:24:00,3.7596,3.95,3.7034,3.803,2006.95458565
2020-09-17 11:25:00,3.9498,3.97,3.8001,3.8617,1561.48523144
2020-09-17 11:26:00,3.8648,3.88,3.8617,3.88,753.3242
2020-09-17 11:27:00,3.9,3.97,3.8201,3.9431,711.47521184
2020-09-17 11:28:00,3.97,3.99,3.9045,3.9663,1881.10288714
2020-09-17 11:29:00,3.99,3.995,3.91,3.9201,719.27548463
2020-09-17 11:30:00,3.9768,3.99,3.92,3.9869,320.70785257
2020-09-17 11:31:00,3.9839,3.99,3.9401,3.9868,60.10840327
2020-09-17 11:32:00,3.9896,3.9898,3.9736,3.9736,1011.10866415
2020-09-17 11:33:00,3.9799,3.9898,3.9736,3.9898,294.804722
2020-09-17 11:34:00,3.9736,3.9998,3.9736,3.998,987.12058651
2020-09-17 11:35:00,3.9767,4.0,3.9736,3.9998,1147.60324103
2020-09-17 11:36:00,4.0,4.0,3.9998,3.9998,1498.759125
2020-09-17 11:37:00,4.0,4.0,3.9998,4.0,208.5529
2020-09-17 11:38:00,3.9998,4.0,3.91,3.95,640.20163261
2020-09-17 11:39:00,3.95,3.95,3.9103,3.9103,31.61536209
2020-09-17 11:40:00,3.9498,3.95,3.9103,3.9107,430.37027593
2020-09-17 11:41:00,3.9499,3.95,3.9151,3.9158,225.4986192
2020-09-17 11:42:00,3.9499,3.95,3.9158,3.9469,271.8727
2020-09-17 11:43:00,3.9468,3.9469,3.916,3.9166,300.12
2020-09-17 11:44:00,3.9468,3.9468,3.9165,3.9165,0.8352739
2020-09-17 11:45:00,3.9399,3.9399,3.9161,3.9161,25.2231
2020-09-17 11:46:00,3.9161,3.9161,3.7,3.7469,1718.7425
2020-09-17 11:47:00,3.7468,3.7691,3.659,3.7691,684.7569
2020-09-17 11:48:00,3.7551,3.8,3.7071,3.7071,241.1780271
2020-09-17 11:49:00,3.79,3.8,3.7072,3.8,597.13697034
2020-09-17 11:50:00,3.7901,3.8,3.79,3.79,331.8563421
2020-09-17 11:51:00,3.8,3.8,3.7068,3.7129,105.6897
2020-09-17 11:52:00,3.79,3.79,3.6118,3.6118,431.1186
2020-09-17 11:53:00,3.6118,3.6189,3.5,3.55,1906.48621053
2020-09-17 11:54:00,3.5531,3.6189,3.5423,3.6,750.9689
2020-09-17 11:55:00,3.6,3.6,3.5,3.5869,706.30587777
2020-09-17 11:56:00,3.5868,3.5868,3.4738,3.4999,391.1336
2020-09-17 11:57:00,3.4999,3.569,3.4289,3.569,664.0603
2020-09-17 11:58:00,3.569,3.5691,3.474,3.4999,1041.9091542
2020-09-17 11:59:00,3.4999,3.5657,3.474,3.5657,1084.1013
2020-09-17 12:00:00,3.5001,3.999,3.5001,3.7068,2743.60556243
2020-09-17 12:01:00,3.7068,3.9121,3.5693,3.6121,1049.5025525
2020-09-17 12:02:00,3.6632,3.8116,3.6138,3.7069,143.64471502
2020-09-17 12:03:00,3.71,3.9,3.7072,3.7504,592.95968727
2020-09-17 12:04:00,3.7504,3.9,3.7504,3.8677,1059.19235685
2020-09-17 12:05:00,3.8617,3.8617,3.7555,3.8609,615.15991955
2020-09-17 12:06:00,3.8585,3.8617,3.7703,3.8609,942.3669
2020-09-17 12:07:00,3.8584,3.8609,3.77,3.8596,1065.11396414
2020-09-17 12:08:00,3.7703,3.8595,3.7701,3.8268,225.72762861
2020-09-17 12:09:00,3.8268,3.85,3.77,3.77,344.2795
2020-09-17 12:10:00,3.77,3.84,3.77,3.7701,0.1266
2020-09-17 12:11:00,3.8194,3.8194,3.7701,3.8192,309.4133
2020-09-17 12:12:00,3.8193,3.83,3.7732,3.7732,727.4762
2020-09-17 12:13:00,3.8,3.8191,3.77,3.77,899.73664118
2020-09-17 12:14:00,3.777,3.777,3.51,3.7102,1577.89094768
2020-09-17 12:15:00,3.7141,3.7141,3.7101,3.7101,2437.233
2020-09-17 12:16:00,3.7102,3.7102,3.5653,3.5999,1581.7486
2020-09-17 12:17:00,3.5653,3.5999,3.5274,3.54,308.6979
2020-09-17 12:18:00,3.5769,3.58,3.4103,3.5001,6364.36410222
2020-09-17 12:19:00,3.5691,3.5722,3.4738,3.4738,788.2321
2020-09-17 12:20:00,3.4969,3.4969,3.3097,3.313,950.67106561
2020-09-17 12:21:00,3.316,3.3999,3.313,3.341,221.25065593
2020-09-17 12:22:00,3.3967,3.4,3.313,3.313,1207.2294
2020-09-17 12:23:00,3.3161,3.3913,3.3161,3.3162,400.14
2020-09-17 12:24:00,3.3913,3.4357,3.3162,3.3817,468.68718934
2020-09-17 12:25:00,3.3817,3.499,3.3162,3.499,506.40416078
2020-09-17 12:26:00,3.3171,3.5181,3.3171,3.5089,1122.51243922
2020-09-17 12:27:00,3.5088,3.5261,3.4265,3.4265,3225.7248
2020-09-17 12:28:00,3.5151,3.5722,3.313,3.4769,1768.58760935
2020-09-17 12:29:00,3.4768,3.4768,3.33,3.3883,485.5104
2020-09-17 12:30:00,3.3883,3.4614,3.3301,3.34,1003.07913285
2020-09-17 12:31:00,3.34,3.4197,3.333,3.4102,258.2303
2020-09-17 12:32:00,3.4035,3.42,3.3482,3.3505,452.56575291
2020-09-17 12:33:00,3.3505,3.4265,3.3504,3.4265,919.8087
2020-09-17 12:34:00,3.4092,3.4707,3.408,3.4489,1487.70005055
2020-09-17 12:35:00,3.4682,3.4682,3.4003,3.4003,345.32725335
2020-09-17 12:36:00,3.4296,3.4296,3.4003,3.4275,488.7414
2020-09-17 12:37:00,3.4003,3.42,3.3909,3.42,261.99011695
2020-09-17 12:38:00,3.3909,3.42,3.3525,3.3525,1315.02424923
2020-09-17 12:39:00,3.3908,3.4199,3.3525,3.3525,707.35537667
2020-09-17 12:40:00,3.3601,3.4199,3.3525,3.4199,432.95683527
2020-09-17 12:41:00,3.4199,3.4199,3.3525,3.4,102.6324
2020-09-17 12:42:00,3.4,3.42,3.4,3.42,371.32434523
2020-09-17 12:43:00,3.42,3.4234,3.3714,3.3714,290.7804
2020-09-17 12:44:00,3.4234,3.4234,3.353,3.4234,661.1294
2020-09-17 12:45:00,3.4234,3.4392,3.4234,3.4392,358.7167
2020-09-17 12:46:00,3.4392,3.4683,3.3526,3.4681,769.83768542
2020-09-17 12:47:00,3.4681,3.6001,3.3525,3.6,1568.62511458
2020-09-17 12:48:00,3.6,3.6,3.5001,3.5653,302.60317865
2020-09-17 12:49:00,3.5722,3.5722,3.5459,3.5719,202.66204078
2020-09-17 12:50:00,3.5689,3.5719,3.5015,3.5015,44.17549379
2020-09-17 12:51:00,3.5049,3.6,3.5015,3.5015,1515.46632564
2020-09-17 12:52:00,3.5015,3.5015,3.5015,3.5015,298.6463
2020-09-17 12:53:00,3.5583,3.56,3.5015,3.5015,180.08773033
2020-09-17 12:54:00,3.5015,3.56,3.5,3.5,777.18404912
2020-09-17 12:55:00,3.556,3.556,3.3525,3.4357,495.7529
2020-09-17 12:56:00,3.4693,3.4805,3.3525,3.4081,505.4809
2020-09-17 12:57:00,3.4316,3.4357,3.3525,3.4357,364.26408408
2020-09-17 12:58:00,3.4357,3.4798,3.4357,3.4798,95.70788358
2020-09-17 12:59:00,3.4407,3.4407,3.4407,3.4407,33.0
2020-09-17 13:00:00,3.4667,3.4667,3.4402,3.4402,13.1877
2020-09-17 13:01:00,3.4667,3.4692,3.41,3.4101,179.63837648
2020-09-17 13:02:00,3.4691,3.4692,3.3525,3.4685,873.6634
2020-09-17 13:03:00,3.4685,3.4689,3.3609,3.3609,168.88275822
2020-09-17 13:04:00,3.361,3.4081,3.3525,3.3525,500.1264
2020-09-17 13:05:00,3.3526,3.379,3.3525,3.379,225.55734255
2020-09-17 13:06:00,3.353,3.353,3.3525,3.3525,76.6091
2020-09-17 13:07:00,3.371,3.3921,3.371,3.38,65.8717
2020-09-17 13:08:00,3.3831,3.4081,3.38,3.38,45.5266
2020-09-17 13:09:00,3.4078,3.4078,3.38,3.38,424.29291475
2020-09-17 13:10:00,3.38,3.4081,3.38,3.38,604.0802
2020-09-17 13:11:00,3.4075,3.4339,3.38,3.38,1002.32190838
2020-09-17 13:12:00,3.4333,3.4333,3.38,3.38,100.28
2020-09-17 13:13:00,3.4095,3.4095,3.3775,3.3795,182.45195379
2020-09-17 13:14:00,3.371,3.3795,3.37,3.37,268.5
2020-09-17 13:15:00,3.3709,3.3716,3.3469,3.3469,1457.03358542
2020-09-17 13:16:00,3.3519,3.352,3.3469,3.3469,306.1044
2020-09-17 13:17:00,3.352,3.352,3.3469,3.352,375.29997016
2020-09-17 13:18:00,3.3469,3.352,3.3469,3.352,14.42433174
2020-09-17 13:19:00,3.35,3.352,3.3469,3.35,701.2903
2020-09-17 13:20:00,3.352,3.408,3.35,3.35,355.11001035
2020-09-17 13:21:00,3.4059,3.4079,3.35,3.353,30.5352
2020-09-17 13:22:00,3.3999,3.3999,3.3535,3.3537,1.1
2020-09-17 13:23:00,3.3568,3.408,3.353,3.3538,1405.139
2020-09-17 13:24:00,3.4,3.4,3.3538,3.3538,5.0957
2020-09-17 13:25:00,3.4,3.459,3.3539,3.3851,1391.86660233
2020-09-17 13:26:00,3.4387,3.4588,3.3851,3.4111,376.68185615
2020-09-17 13:27:00,3.447,3.4585,3.4082,3.4082,0.12567211
2020-09-17 13:28:00,3.4524,3.459,3.4082,3.4082,787.06306335
2020-09-17 13:29:00,3.4545,3.459,3.4081,3.4386,400.1554
2020-09-17 13:30:00,3.4081,3.4386,3.4081,3.4082,0.09
2020-09-17 13:31:00,3.4386,3.4386,3.4082,3.4097,0.08
2020-09-17 13:32:00,3.4379,3.4386,3.3938,3.3938,594.3426
2020-09-17 13:33:00,3.3969,3.3969,3.3526,3.3937,526.13296282
2020-09-17 13:34:00,3.3938,3.3938,3.3526,3.3526,501.83775904
2020-09-17 13:35:00,3.3557,3.4083,3.3557,3.4082,580.60304096
2020-09-17 13:36:00,3.4128,3.4357,3.4082,3.4082,478.0779
2020-09-17 13:37:00,3.4357,3.459,3.4357,3.4371,826.23592944
2020-09-17 13:38:00,3.4385,3.459,3.3938,3.3938,928.36850911
2020-09-17 13:39:00,3.457,3.4579,3.3938,3.4575,206.4975
2020-09-17 13:40:00,3.45,3.459,3.3938,3.4106,664.78974533
2020-09-17 13:41:00,3.4579,3.4579,3.394,3.4356,130.2054
2020-09-17 13:42:00,3.3942,3.4387,3.3938,3.396,300.12
2020-09-17 13:43:00,3.4301,3.4387,3.3941,3.3964,89.64235319
2020-09-17 13:44:00,3.4386,3.4386,3.3961,3.402,90.158
2020-09-17 13:45:00,3.405,3.4387,3.4002,3.4002,74.31125341
2020-09-17 13:46:00,3.4387,3.4387,3.4002,3.4356,27.51921995
2020-09-17 13:47:00,3.43,3.43,3.3938,3.3938,381.7223
2020-09-17 13:48:00,3.3999,3.3999,3.3938,3.3938,111.0051
2020-09-17 13:49:00,3.395,3.395,3.3848,3.3936,4.75237105
2020-09-17 13:50:00,3.3848,3.3936,3.3775,3.3775,633.009
2020-09-17 13:51:00,3.3847,3.4059,3.347,3.3471,614.3589
2020-09-17 13:52:00,3.3471,3.35,3.347,3.35,697.7767
2020-09-17 13:53:00,3.35,3.35,3.35,3.35,0.0
2020-09-17 13:54:00,3.35,3.35,3.35,3.35,0.0
2020-09-17 13:55:00,3.35,3.35,3.35,3.35,0.0
2020-09-17 13:56:00,3.3998,3.4336,3.3998,3.4336,368.55863003
2020-09-17 13:57:00,3.4308,3.4334,3.3775,3.3776,400.08
2020-09-17 13:58:00,3.4081,3.4334,3.3775,3.3776,201.55339697
2020-09-17 13:59:00,3.4304,3.4331,3.3775,3.3776,118.66967269
2020-09-17 14:00:00,3.3775,3.3776,3.3775,3.3776,43.46851141
2020-09-17 14:01:00,3.3776,3.3776,3.3775,3.3775,436.80814599
2020-09-17 14:02:00,3.3774,3.3775,3.3502,3.3534,1.6003849
2020-09-17 14:03:00,3.3775,3.3775,3.3534,3.3771,443.0504
2020-09-17 14:04:00,3.3775,3.3775,3.377,3.377,304.7545
2020-09-17 14:05:00,3.3775,3.3775,3.377,3.377,532.98725482
2020-09-17 14:06:00,3.3774,3.3776,3.377,3.3776,153.3988
2020-09-17 14:07:00,3.3771,3.3998,3.3533,3.3533,113.5491
2020-09-17 14:08:00,3.37,3.43,3.3502,3.3502,601.4118
2020-09-17 14:09:00,3.4296,3.5013,3.3508,3.5,1225.12511192
2020-09-17 14:10:00,3.4974,3.52,3.4974,3.52,274.12501914
2020-09-17 14:11:00,3.4718,3.4718,3.3512,3.4081,566.7025
2020-09-17 14:12:00,3.4357,3.4792,3.3601,3.4792,15.91077106
2020-09-17 14:13:00,3.4197,3.4801,3.4081,3.4081,296.8304
2020-09-17 14:14:00,3.4357,3.4357,3.4081,3.4081,123.55159133
2020-09-17 14:15:00,3.4201,3.6193,3.4201,3.5614,2241.20427222
2020-09-17 14:16:00,3.588,3.6224,3.5613,3.5652,389.96672976
2020-09-17 14:17:00,3.5938,3.5969,3.5612,3.5969,138.8391
2020-09-17 14:18:00,3.5969,3.6189,3.5612,3.5839,419.18457716
2020-09-17 14:19:00,3.5969,3.61,3.3602,3.4759,682.6989
2020-09-17 14:20:00,3.5969,3.5969,3.3603,3.4081,340.8325
2020-09-17 14:21:00,3.4111,3.4997,3.4081,3.4996,72.63763528
2020-09-17 14:22:00,3.4989,3.499,3.4396,3.4396,215.26470448
2020-09-17 14:23:00,3.4425,3.4425,3.4425,3.4425,15.7927
2020-09-17 14:24:00,3.4962,3.5599,3.4962,3.5599,181.19633894
2020-09-17 14:25:00,3.5029,3.5029,3.3847,3.5,503.8643
2020-09-17 14:26:00,3.5,3.5599,3.5,3.5599,130.1127
2020-09-17 14:27:00,3.5599,3.5599,3.5599,3.5599,60.30835135
2020-09-17 14:28:00,3.5112,3.5598,3.5112,3.55,123.6155
2020-09-17 14:29:00,3.55,3.55,3.55,3.55,277.8485
2020-09-17 14:30:00,3.5124,3.55,3.5124,3.55,290.3961
2020-09-17 14:31:00,3.512,3.547,3.512,3.547,15.6356
2020-09-17 14:32:00,3.5445,3.5445,3.5445,3.5445,0.01379602
2020-09-17 14:33:00,3.5119,3.5119,3.5002,3.5002,133.9824
2020-09-17 14:34:00,3.5469,3.85,3.5469,3.85,1825.84108201
2020-09-17 14:35:00,3.8061,3.8487,3.5003,3.5003,1597.7740895
2020-09-17 14:36:00,3.5582,3.5587,3.5582,3.5587,31.79609884
2020-09-17 14:37:00,3.5587,3.9,3.5587,3.6479,3168.49201249
2020-09-17 14:38:00,3.6794,3.7564,3.6794,3.7051,119.71876711
2020-09-17 14:39:00,3.702,3.7051,3.7,3.7051,532.5391288
2020-09-17 14:40:00,3.7,3.7,3.6836,3.6836,71.16665675
2020-09-17 14:41:00,3.6836,3.6836,3.6283,3.6284,383.2873
2020-09-17 14:42:00,3.6791,3.6791,3.6791,3.6791,14.47601495
2020-09-17 14:43:00,3.6791,3.6791,3.6791,3.6791,11.9204
2020-09-17 14:44:00,3.6791,3.7,3.6283,3.6283,708.8818
2020-09-17 14:45:00,3.6899,3.6899,3.6899,3.6899,20.9262
2020-09-17 14:46:00,3.6539,3.6794,3.6523,3.6649,86.1193
2020-09-17 14:47:00,3.6282,3.6282,3.5769,3.5769,164.31469374
2020-09-17 14:48:00,3.5917,3.5918,3.5917,3.5918,351.5778
2020-09-17 14:49:00,3.577,3.6,3.54,3.54,491.85285
2020-09-17 14:50:00,3.5768,3.5768,3.5768,3.5768,2.9834
2020-09-17 14:51:00,3.5749,3.5749,3.5749,3.5749,300.0
2020-09-17 14:52:00,3.5411,3.5411,3.54,3.54,322.9808
2020-09-17 14:53:00,3.54,3.5401,3.54,3.5401,166.37387006
2020-09-17 14:54:00,3.5401,3.5748,3.5401,3.5748,128.21665815
2020-09-17 14:55:00,3.5748,3.5748,3.5403,3.5403,151.6843
2020-09-17 14:56:00,3.5748,3.6281,3.5748,3.6281,1253.7680632
2020-09-17 14:57:00,3.6026,3.6281,3.6025,3.6281,251.0851
2020-09-17 14:58:00,3.6282,3.6282,3.6282,3.6282,16.7825
2020-09-17 14:59:00,3.6283,3.6284,3.6283,3.6284,1128.2408
2020-09-17 15:00:00,3.6285,3.6286,3.6025,3.6025,331.4287
2020-09-17 15:01:00,3.6025,3.6025,3.6025,3.6025,91.4825
2020-09-17 15:02:00,3.6025,3.6025,3.6025,3.6025,3.4041
2020-09-17 15:03:00,3.6025,3.6025,3.5,3.5722,757.0605
2020-09-17 15:04:00,3.5722,3.5765,3.5722,3.5765,67.7554
2020-09-17 15:05:00,3.5768,3.5768,3.5765,3.5765,32.1829
2020-09-17 15:06:00,3.5758,3.5758,3.5307,3.5307,400.012
2020-09-17 15:07:00,3.5308,3.5737,3.5308,3.5737,34.3058
2020-09-17 15:08:00,3.5724,3.5764,3.5724,3.5764,97.2323
2020-09-17 15:09:00,3.576,3.5769,3.54,3.54,369.2465
2020-09-17 15:10:00,3.54,3.54,3.5256,3.5256,576.00426149
2020-09-17 15:11:00,3.5192,3.5256,3.5,3.5,203.2677
